0.00,0000000000,1034.57
0.01,0000000001,1035.07
0.02,0000000010,1035.89
0.03,0000000011,1036.71
0.04,0000000100,1036.39
0.05,0000000101,1037.22
0.06,0000000110,1035.07
0.07,0000000111,1034.38
0.08,0000001000,1035.89
0.09,0000001001,1034.38
0.10,0000001010,1036.90
0.11,0000001011,1035.89
0.12,0000001100,1035.39
0.13,0000001101,1034.39
0.14,0000001110,1035.89
0.15,0000001111,1035.39
0.16,0000010000,1035.39
0.17,0000010001,1035.38
0.18,0000010010,1033.38
0.19,0000010011,1035.39
0.20,0000010100,1033.55
0.21,0000010101,1036.39
0.22,0000010110,1035.39
0.23,0000010111,1036.21
0.24,0000011000,1036.89
0.25,0000011001,1033.88
0.26,0000011010,1036.20
0.27,0000011011,1035.39
0.28,0000011100,1037.21
0.29,0000011101,1034.38
0.30,0000011110,1035.39
0.31,0000011111,1035.88
0.32,0000100000,1037.39
0.33,0000100001,1037.72
0.34,0000100010,1035.89
0.35,0000100011,1036.21
0.36,0000100100,1035.39
0.37,0000100101,1034.38
0.38,0000100110,1035.57
0.39,0000100111,1037.40
0.40,0000101000,1036.40
0.41,0000101001,1035.88
0.42,0000101010,1035.89
0.43,0000101011,1035.38
0.44,0000101100,1035.39
0.45,0000101101,1036.40
0.46,0000101110,1035.57
0.47,0000101111,1034.56
0.48,0000110000,1036.39
0.49,0000110001,1037.90
0.50,0000110010,1035.39
0.51,0000110011,1036.39
0.52,0000110100,1034.89
0.53,0000110101,1035.39
0.54,0000110110,1033.88
0.55,0000110111,1034.88
0.56,0000111000,1035.39
0.57,0000111001,1036.39
0.58,0000111010,1036.40
0.59,0000111011,1035.39
0.60,0000111100,1035.39
0.61,0000111101,1037.39
0.62,0000111110,1035.89
0.63,0000111111,1036.39
0.64,0001000000,1035.39
0.65,0001000001,1035.39
0.66,0001000010,1035.89
0.67,0001000011,1035.89
0.68,0001000100,1035.39
0.69,0001000101,1035.56
0.70,0001000110,1035.89
0.71,0001000111,1035.21
0.72,0001001000,1034.88
0.73,0001001001,1034.57
0.74,0001001010,1034.89
0.75,0001001011,1035.38
0.76,0001001100,1034.38
0.77,0001001101,1033.88
0.78,0001001110,1036.90
0.79,0001001111,1036.39
0.80,0001010000,1035.90
0.81,0001010001,1035.39
0.82,0001010010,1035.89
0.83,0001010011,1035.90
0.84,0001010100,1035.39
0.85,0001010101,1035.89
0.86,0001010110,1035.38
0.87,0001010111,1035.89
0.88,0001011000,1036.40
0.89,0001011001,1036.21
0.90,0001011010,1035.89
0.91,0001011011,1037.22
0.92,0001011100,1035.38
0.93,0001011101,1036.08
0.94,0001011110,1035.38
0.95,0001011111,1036.72
0.96,0001100000,1034.88
0.97,0001100001,1035.39
0.98,0001100010,1035.89
0.99,0001100011,1034.38
1.00,0001100100,1035.89
1.01,0001100101,1034.39
1.02,0001100110,1036.90
1.03,0001100111,1036.39
1.04,0001101000,1035.89
1.05,0001101001,1036.39
1.06,0001101010,1035.90
1.07,0001101011,1036.71
1.08,0001101100,1035.38
1.09,0001101101,1034.38
1.10,0001101110,1036.39
1.11,0001101111,1035.39
1.12,0001110000,1035.89
1.13,0001110001,1035.39
1.14,0001110010,1034.38
1.15,0001110011,1035.89
1.16,0001110100,1036.39
1.17,0001110101,1034.39
1.18,0001110110,1034.38
1.19,0001110111,1035.90
1.20,0001111000,1035.07
1.21,0001111001,1035.38
1.22,0001111010,1035.39
1.23,0001111011,1034.89
1.24,0001111100,1035.39
1.25,0001111101,1034.57
1.26,0001111110,1035.07
1.27,0001111111,1033.37
1.28,0010000000,1036.21
1.29,0010000001,1036.39
1.30,0010000010,1035.39
1.31,0010000011,1035.39
1.32,0010000100,1036.57
1.33,0010000101,1035.38
1.34,0010000110,1035.89
1.35,0010000111,1036.90
1.36,0010001000,1035.89
1.37,0010001001,1033.88
1.38,0010001010,1035.07
1.39,0010001011,1034.38
1.40,0010001100,1033.87
1.41,0010001101,1034.38
1.42,0010001110,1036.40
1.43,0010001111,1035.90
1.44,0010010000,1036.40
1.45,0010010001,1037.40
1.46,0010010010,1035.90
1.47,0010010011,1035.38
1.48,0010010100,1035.89
1.49,0010010101,1036.90
1.50,0010010110,1034.57
1.51,0010010111,1035.39
1.52,0010011000,1035.39
1.53,0010011001,1035.89
1.54,0010011010,1035.89
1.55,0010011011,1035.90
1.56,0010011100,1035.57
1.57,0010011101,1033.56
1.58,0010011110,1035.38
1.59,0010011111,1036.39
1.60,0010100000,1036.40
1.61,0010100001,1036.39
1.62,0010100010,1036.39
1.63,0010100011,1035.39
1.64,0010100100,1035.57
1.65,0010100101,1035.89
1.66,0010100110,1036.39
1.67,0010100111,1037.40
1.68,0010101000,1035.38
1.69,0010101001,1035.89
1.70,0010101010,1036.40
1.71,0010101011,1035.39
1.72,0010101100,1034.56
1.73,0010101101,1034.38
1.74,0010101110,1037.40
1.75,0010101111,1035.38
1.76,0010110000,1036.90
1.77,0010110001,1035.90
1.78,0010110010,1035.38
1.79,0010110011,1036.39
1.80,0010110100,1035.89
1.81,0010110101,1035.39
1.82,0010110110,1035.38
1.83,0010110111,1036.39
1.84,0010111000,1035.39
1.85,0010111001,1035.39
1.86,0010111010,1035.89
1.87,0010111011,1036.39
1.88,0010111100,1036.39
1.89,0010111101,1032.56
1.90,0010111110,1033.87
1.91,0010111111,1035.89
1.92,0011000000,1035.38
1.93,0011000001,1035.39
1.94,0011000010,1034.38
1.95,0011000011,1035.07
1.96,0011000100,1035.89
1.97,0011000101,1035.89
1.98,0011000110,1036.40
1.99,0011000111,1036.39
2.00,0011001000,1035.07
2.01,0011001001,1034.39
2.02,0011001010,1036.39
2.03,0011001011,1034.38
2.04,0011001100,1033.56
2.05,0011001101,1035.89
2.06,0011001110,1034.88
2.07,0011001111,1034.56
2.08,0011010000,1034.88
2.09,0011010001,1035.89
2.10,0011010010,1035.56
2.11,0011010011,1035.39
2.12,0011010100,1034.38
2.13,0011010101,1035.39
2.14,0011010110,1035.39
2.15,0011010111,1034.88
2.16,0011011000,1034.37
2.17,0011011001,1035.39
2.18,0011011010,1035.90
2.19,0011011011,1035.89
2.20,0011011100,1036.39
2.21,0011011101,1035.89
2.22,0011011110,1034.38
2.23,0011011111,1034.38
2.24,0011100000,1036.90
2.25,0011100001,1035.89
2.26,0011100010,1034.39
2.27,0011100011,1036.40
2.28,0011100100,1035.39
2.29,0011100101,1035.39
2.30,0011100110,1036.39
2.31,0011100111,1035.89
2.32,0011101000,1035.39
2.33,0011101001,1035.39
2.34,0011101010,1037.21
2.35,0011101011,1035.89
2.36,0011101100,1035.39
2.37,0011101101,1035.39
2.38,0011101110,1035.89
2.39,0011101111,1033.38
2.40,0011110000,1034.88
2.41,0011110001,1035.39
2.42,0011110010,1036.39
2.43,0011110011,1036.39
2.44,0011110100,1035.39
2.45,0011110101,1034.20
2.46,0011110110,1035.39
2.47,0011110111,1033.88
2.48,0011111000,1035.39
2.49,0011111001,1034.39
2.50,0011111010,1035.39
2.51,0011111011,1035.57
2.52,0011111100,1036.40
2.53,0011111101,1034.39
2.54,0011111110,1034.38
2.55,0011111111,1035.39
2.56,0100000000,1035.39
2.57,0100000001,1034.89
2.58,0100000010,1034.38
2.59,0100000011,1036.90
2.60,0100000100,1034.38
2.61,0100000101,1034.89
2.62,0100000110,1035.89
2.63,0100000111,1035.39
2.64,0100001000,1035.89
2.65,0100001001,1036.90
2.66,0100001010,1036.90
2.67,0100001011,1034.38
2.68,0100001100,1037.40
2.69,0100001101,1036.21
2.70,0100001110,1034.88
2.71,0100001111,1035.89
2.72,0100010000,1036.90
2.73,0100010001,1034.39
2.74,0100010010,1036.39
2.75,0100010011,1034.89
2.76,0100010100,1035.89
2.77,0100010101,1035.21
2.78,0100010110,1036.40
2.79,0100010111,1035.38
2.80,0100011000,1035.39
2.81,0100011001,1036.90
2.82,0100011010,1035.07
2.83,0100011011,1036.39
2.84,0100011100,1035.89
2.85,0100011101,1035.89
2.86,0100011110,1035.89
2.87,0100011111,1036.39
2.88,0100100000,1033.38
2.89,0100100001,1035.89
2.90,0100100010,1035.39
2.91,0100100011,1034.38
2.92,0100100100,1034.38
2.93,0100100101,1036.90
2.94,0100100110,1033.89
2.95,0100100111,1034.38
2.96,0100101000,1036.39
2.97,0100101001,1036.40
2.98,0100101010,1035.71
2.99,0100101011,1036.22
3.00,0100101100,1035.39
3.01,0100101101,1034.88
3.02,0100101110,1035.89
3.03,0100101111,1036.89
3.04,0100110000,1034.38
3.05,0100110001,1035.38
3.06,0100110010,1036.39
3.07,0100110011,1036.39
3.08,0100110100,1034.39
3.09,0100110101,1036.39
3.10,0100110110,1035.89
3.11,0100110111,1036.21
3.12,0100111000,1035.89
3.13,0100111001,1036.39
3.14,0100111010,1036.90
3.15,0100111011,1035.39
3.16,0100111100,1034.57
3.17,0100111101,1037.40
3.18,0100111110,1035.39
3.19,0100111111,1036.71
3.20,0101000000,1033.88
3.21,0101000001,1037.91
3.22,0101000010,1037.22
3.23,0101000011,1036.40
3.24,0101000100,1036.39
3.25,0101000101,1036.39
3.26,0101000110,1035.07
3.27,0101000111,1036.71
3.28,0101001000,1033.88
3.29,0101001001,1035.89
3.30,0101001010,1035.89
3.31,0101001011,1036.90
3.32,0101001100,1035.57
3.33,0101001101,1034.89
3.34,0101001110,1035.21
3.35,0101001111,1035.38
3.36,0101010000,1036.40
3.37,0101010001,1035.89
3.38,0101010010,1033.87
3.39,0101010011,1035.90
3.40,0101010100,1036.40
3.41,0101010101,1035.25
3.42,0101010110,1036.39
3.43,0101010111,1038.22
3.44,0101011000,1034.38
3.45,0101011001,1034.39
3.46,0101011010,1034.70
3.47,0101011011,1035.89
3.48,0101011100,1035.39
3.49,0101011101,1035.39
3.50,0101011110,1035.89
3.51,0101011111,1036.39
3.52,0101100000,1035.89
3.53,0101100001,1035.39
3.54,0101100010,1035.89
3.55,0101100011,1034.57
3.56,0101100100,1036.39
3.57,0101100101,1033.56
3.58,0101100110,1035.89
3.59,0101100111,1035.39
3.60,0101101000,1036.40
3.61,0101101001,1034.38
3.62,0101101010,1036.39
3.63,0101101011,1035.39
3.64,0101101100,1034.88
3.65,0101101101,1035.39
3.66,0101101110,1035.89
3.67,0101101111,1036.40
3.68,0101110000,1035.71
3.69,0101110001,1037.40
3.70,0101110010,1035.21
3.71,0101110011,1034.39
3.72,0101110100,1033.56
3.73,0101110101,1036.39
3.74,0101110110,1034.38
3.75,0101110111,1035.38
3.76,0101111000,1036.72
3.77,0101111001,1034.70
3.78,0101111010,1033.88
3.79,0101111011,1035.89
3.80,0101111100,1034.89
3.81,0101111101,1033.56
3.82,0101111110,1036.39
3.83,0101111111,1035.39
3.84,0110000000,1036.39
3.85,0110000001,1038.07
3.86,0110000010,1035.39
3.87,0110000011,1036.72
3.88,0110000100,1035.89
3.89,0110000101,1034.38
3.90,0110000110,1035.89
3.91,0110000111,1035.39
3.92,0110001000,1035.39
3.93,0110001001,1034.38
3.94,0110001010,1035.39
3.95,0110001011,1035.39
3.96,0110001100,1035.39
3.97,0110001101,1033.88
3.98,0110001110,1035.39
3.99,0110001111,1036.39
4.00,0110010000,1034.38
4.01,0110010001,1035.89
4.02,0110010010,1033.88
4.03,0110010011,1034.39
4.04,0110010100,1034.89
4.05,0110010101,1035.39
4.06,0110010110,1035.39
4.07,0110010111,1035.89
4.08,0110011000,1035.39
4.09,0110011001,1035.39
4.10,0110011010,1035.39
4.11,0110011011,1035.90
4.12,0110011100,1035.90
4.13,0110011101,1033.88
4.14,0110011110,1034.88
4.15,0110011111,1035.39
4.16,0110100000,1035.89
4.17,0110100001,1036.39
4.18,0110100010,1035.89
4.19,0110100011,1033.87
4.20,0110100100,1035.39
4.21,0110100101,1036.90
4.22,0110100110,1035.39
4.23,0110100111,1035.89
4.24,0110101000,1036.90
4.25,0110101001,1035.89
4.26,0110101010,1034.38
4.27,0110101011,1035.89
4.28,0110101100,1035.39
4.29,0110101101,1034.38
4.30,0110101110,1035.39
4.31,0110101111,1036.39
4.32,0110110000,1034.89
4.33,0110110001,1036.89
4.34,0110110010,1035.89
4.35,0110110011,1036.72
4.36,0110110100,1034.39
4.37,0110110101,1035.39
4.38,0110110110,1034.38
4.39,0110110111,1035.88
4.40,0110111000,1036.90
4.41,0110111001,1037.40
4.42,0110111010,1035.39
4.43,0110111011,1034.38
4.44,0110111100,1036.39
4.45,0110111101,1035.39
4.46,0110111110,1036.89
4.47,0110111111,1036.40
4.48,0111000000,1035.89
4.49,0111000001,1035.89
4.50,0111000010,1035.89
4.51,0111000011,1035.40
4.52,0111000100,1033.56
4.53,0111000101,1035.39
4.54,0111000110,1035.07
4.55,0111000111,1035.89
4.56,0111001000,1035.90
4.57,0111001001,1036.90
4.58,0111001010,1033.88
4.59,0111001011,1034.89
4.60,0111001100,1034.38
4.61,0111001101,1036.07
4.62,0111001110,1035.89
4.63,0111001111,1034.88
4.64,0111010000,1035.39
4.65,0111010001,1034.38
4.66,0111010010,1034.89
4.67,0111010011,1035.89
4.68,0111010100,1034.88
4.69,0111010101,1036.39
4.70,0111010110,1035.38
4.71,0111010111,1035.89
4.72,0111011000,1036.89
4.73,0111011001,1036.21
4.74,0111011010,1033.56
4.75,0111011011,1035.39
4.76,0111011100,1033.87
4.77,0111011101,1036.72
4.78,0111011110,1035.89
4.79,0111011111,1035.89
4.80,0111100000,1035.89
4.81,0111100001,1035.89
4.82,0111100010,1035.89
4.83,0111100011,1035.89
4.84,0111100100,1037.40
4.85,0111100101,1035.39
4.86,0111100110,1037.40
4.87,0111100111,1035.89
4.88,0111101000,1035.90
4.89,0111101001,1035.57
4.90,0111101010,1035.39
4.91,0111101011,1035.39
4.92,0111101100,1036.40
4.93,0111101101,1033.56
4.94,0111101110,1036.40
4.95,0111101111,1037.22
4.96,0111110000,1033.37
4.97,0111110001,1035.21
4.98,0111110010,1035.38
4.99,0111110011,1035.89
5.00,0111110100,1036.72
5.01,0111110101,1034.06
5.02,0111110110,1034.38
5.03,0111110111,1035.39
5.04,0111111000,1035.39
5.05,0111111001,1036.90
5.06,0111111010,1036.21
5.07,0111111011,1035.39
5.08,0111111100,1034.88
5.09,0111111101,1034.70
5.10,0111111110,1035.89
5.11,0111111111,1036.89
5.12,1111111111,1034.39
5.13,1111111111,1035.89
5.14,1111111111,1034.39
5.15,1111111111,1035.39
5.16,1111111111,1034.38
5.17,1111111111,1035.39
5.18,1111111111,1037.90
5.19,1111111111,1035.89
5.20,1111111111,1034.88
5.21,1111111111,1036.39
5.22,1111111111,1035.38
5.23,1111111111,1034.70
5.24,1111111111,1034.39
5.25,1111111111,1036.90
5.26,1111111111,1035.39
5.27,1111111111,1035.21
5.28,1111111111,1034.39
5.29,1111111111,1037.72
5.30,1111111111,1035.39
5.31,1111111111,1036.21
5.32,1111111111,1035.89
5.33,1111111111,1034.38
5.34,1111111111,1036.90
5.35,1111111111,1034.39
5.36,1111111111,1036.90
5.37,1111111111,1034.38
5.38,1111111111,1036.90
5.39,1111111111,1036.39
5.40,1111111111,1035.38
5.41,1111111111,1035.38
5.42,1111111111,1035.39
5.43,1111111111,1036.40
5.44,1111111111,1036.90
5.45,1111111111,1035.89
5.46,1111111111,1034.88
5.47,1111111111,1036.21
5.48,1111111111,1036.90
5.49,1111111111,1035.89
5.50,1111111111,1034.56
5.51,1111111111,1036.90
5.52,1111111111,1034.38
5.53,1111111111,1036.39
5.54,1111111111,1034.38
5.55,1111111111,1034.87
5.56,1111111111,1034.38
5.57,1111111111,1036.21
5.58,1111111111,1034.39
5.59,1111111111,1036.39
5.60,1111111111,1034.38
5.61,1111111111,1035.90
5.62,1111111111,1034.89
5.63,1111111111,1035.39
5.64,1111111111,1034.37
5.65,1111111111,1035.39
5.66,1111111111,1034.38
5.67,1111111111,1036.90
5.68,1111111111,1036.39
5.69,1111111111,1036.21
5.70,1111111111,1035.39
5.71,1111111111,1037.72
5.72,1111111111,1038.23
5.73,1111111111,1035.39
5.74,1111111111,1036.39
5.75,1111111111,1035.38
5.76,1111111111,1034.38
5.77,1111111111,1035.39
5.78,1111111111,1035.89
5.79,1111111111,1034.39
5.80,1111111111,1035.39
5.81,1111111111,1036.39
5.82,1111111111,1034.38
5.83,1111111111,1034.70
5.84,1111111111,1036.40
5.85,1111111111,1034.39
5.86,1111111111,1034.88
5.87,1111111111,1036.39
5.88,1111111111,1035.90
5.89,1111111111,1035.39
5.90,1111111111,1035.89
5.91,1111111111,1035.89
5.92,1111111111,1035.89
5.93,1111111111,1034.88
5.94,1111111111,1034.88
5.95,1111111111,1035.89
5.96,1111111111,1033.88
5.97,1111111111,1037.40
5.98,1111111111,1035.89
5.99,1111111111,1037.40
6.00,1111111111,1033.88
6.01,1111111111,1035.38
6.02,1111111111,1036.40
6.03,1111111111,1035.39
6.04,1111111111,1036.21
6.05,1111111111,1035.71
6.06,1111111111,1036.39
6.07,1111111111,1035.57
6.08,1111111111,1035.39
6.09,1111111111,1035.89
6.10,1111111111,1035.89
6.11,1111111111,1034.88
6.12,1111111111,1035.38
6.13,1111111111,1036.21
6.14,1111111111,1035.38
6.15,1111111111,1035.39
6.16,1111111111,1035.90
6.17,1111111111,1033.88
6.18,1111111111,1035.90
6.19,1111111111,1037.40
6.20,1111111111,1035.38
6.21,1111111111,1035.89
6.22,1111111111,1035.89
6.23,1111111111,1034.06
6.24,1111111111,1036.72
6.25,1111111111,1036.90
6.26,1111111111,1034.88
6.27,1111111111,1035.21
6.28,1111111111,1036.39
6.29,1111111111,1036.39
6.30,1111111111,1034.88
6.31,1111111111,1035.89
6.32,1111111111,1034.38
6.33,1111111111,1037.90
6.34,1111111111,1033.56
6.35,1111111111,1035.89
6.36,1111111111,1035.90
6.37,1111111111,1036.89
6.38,1111111111,1033.56
6.39,1111111111,1035.20
6.40,1111111111,1035.89
6.41,1111111111,1035.89
6.42,1111111111,1035.90
6.43,1111111111,1034.38
6.44,1111111111,1034.88
6.45,1111111111,1035.89
6.46,1111111111,1036.90
6.47,1111111111,1034.70
6.48,1111111111,1035.89
6.49,1111111111,1036.90
6.50,1111111111,1035.89
6.51,1111111111,1035.39
6.52,1111111111,1036.39
6.53,1111111111,1036.39
6.54,1111111111,1035.89
6.55,1111111111,1036.21
6.56,1111111111,1035.71
6.57,1111111111,1035.38
6.58,1111111111,1036.40
6.59,1111111111,1034.38
6.60,1111111111,1035.89
6.61,1111111111,1035.89
6.62,1111111111,1035.89
6.63,1111111111,1034.56
6.64,1111111111,1035.90
6.65,1111111111,1036.90
6.66,1111111111,1036.39
6.67,1111111111,1036.06
6.68,1111111111,1034.88
6.69,1111111111,1035.90
6.70,1111111111,1035.89
6.71,1111111111,1035.89
6.72,1111111111,1036.71
6.73,1111111111,1035.39
6.74,1111111111,1035.89
6.75,1111111111,1035.89
6.76,1111111111,1036.40
6.77,1111111111,1036.39
6.78,1111111111,1035.57
6.79,1111111111,1034.88
6.80,1111111111,1037.22
6.81,1111111111,1035.89
6.82,1111111111,1036.40
6.83,1111111111,1035.89
6.84,1111111111,1036.90
6.85,1111111111,1037.72
6.86,1111111111,1037.72
6.87,1111111111,1035.39
6.88,1111111111,1036.39
6.89,1111111111,1035.38
6.90,1111111111,1035.89
6.91,1111111111,1035.39
6.92,1111111111,1035.89
6.93,1111111111,1033.88
6.94,1111111111,1035.89
6.95,1111111111,1036.40
6.96,1111111111,1035.39
6.97,1111111111,1034.37
6.98,1111111111,1035.39
6.99,1111111111,1034.89
7.00,1111111111,1034.38
7.01,1111111111,1035.89
7.02,1111111111,1036.72
7.03,1111111111,1036.21
7.04,1111111111,1035.39
7.05,1111111111,1035.89
7.06,1111111111,1036.39
7.07,1111111111,1034.38
